ticker	filename	sha256	bytes	source_relpath
AHC	2026-02-18_half-year-results-investor-presentation_d860e6bd-a43d-404a-afc7-25176b508153.pdf	a1e8a3b8fd3f595727c9b51866b8e0a8062849807f260f3ca82cc9e8a1271cb0	9806185	AHC/2026-02-18_half-year-results-investor-presentation_d860e6bd-a43d-404a-afc7-25176b508153.pdf
AHC	2026-02-18_half-year-results-media-release_5e88ba92-6d64-4458-8514-913ff1cdb734.pdf	26bcd1b6081d66be19906195f48948419a58e690694f4f466fb0017ddc60b498	190652	AHC/2026-02-18_half-year-results-media-release_5e88ba92-6d64-4458-8514-913ff1cdb734.pdf
AHL	2026-02-18_adrad-half-year-fy26-results-webinar_32f769e7-b163-4bf2-90a4-b08ab0a44c9e.pdf	039a4a717db1eb5322e31e1178c50782adcb42f0ef89324c01cec448b3dab4af	131587	AHL/2026-02-18_adrad-half-year-fy26-results-webinar_32f769e7-b163-4bf2-90a4-b08ab0a44c9e.pdf
AHL	2026-02-19_half-yearly-report-and-accounts_2dec3eae-851d-4fd9-a058-31136b2bfb80.pdf	3490a0e05d5c8f898cc0e6e7ac8c09b5ad67fa80340185b50e26d224caa974b0	1961307	AHL/2026-02-19_half-yearly-report-and-accounts_2dec3eae-851d-4fd9-a058-31136b2bfb80.pdf
AHL	2026-02-19_improved-half-year-performance-and-results-presentation_29788e66-8688-4344-92e0-c2b7a077bc82.pdf	04dfb5679885db936d7abc255a248648a564b7eed70398168b033c1a59e799cc	9578628	AHL/2026-02-19_improved-half-year-performance-and-results-presentation_29788e66-8688-4344-92e0-c2b7a077bc82.pdf
AIA	2026-02-19_aia-fy26-interim-results_4f8fe688-f36c-4d1d-a40b-d7312c6e7215.pdf	296ed86d60f59ba18feff21980a95c820a4dd451f92d7667a551ac3b236efa7c	20311348	AIA/2026-02-19_aia-fy26-interim-results_4f8fe688-f36c-4d1d-a40b-d7312c6e7215.pdf
AIH	2026-02-20_results-of-meeting_258674b8-79dd-4c97-bd25-a349bc2d25bb.pdf	82e753540138f37e8a60be260f0566b8541ff1cc2735c4c9efa2ccb729bff2f8	255959	AIH/2026-02-20_results-of-meeting_258674b8-79dd-4c97-bd25-a349bc2d25bb.pdf
AKG	2026-02-23_half-year-accounts_5c2edaa1-a504-495e-9462-9608342a74d5.pdf	5a86cc80ab8751024836f87a4f92147d1f72ced96b8d56d5141ebd33a997882b	1024164	AKG/2026-02-23_half-year-accounts_5c2edaa1-a504-495e-9462-9608342a74d5.pdf
ALA	2026-02-19_half-year-report-and-appendix-4d_0eba8557-0fd1-4711-9152-402202784cb7.pdf	281a5718f62feabf0e3403b5c4677c613d592cf24df1bff70871fec0f2e73f54	6984517	ALA/2026-02-19_half-year-report-and-appendix-4d_0eba8557-0fd1-4711-9152-402202784cb7.pdf
ALC	2026-02-19_alcidion-h1-fy26-results-and-investor-webcast-notification_d15c2ab0-bf09-40b4-98e6-3386b542de91.pdf	f50bf74747294a08a3b869496d7ce9ca9803a5199e39bd579474f1753a19e518	174060	ALC/2026-02-19_alcidion-h1-fy26-results-and-investor-webcast-notification_d15c2ab0-bf09-40b4-98e6-3386b542de91.pdf
ALI	2021-02-22_app-4d-half-year-report-to-31-december-2020_ba521f7b-7e05-4865-a314-ef65f643e6d7.pdf	346c370cfb9f2e337e2688c895b8d934951918f3fcd2e793bacfc2c5d18fad94	515968	ALI/2021-02-22_app-4d-half-year-report-to-31-december-2020_ba521f7b-7e05-4865-a314-ef65f643e6d7.pdf
ALI	2021-02-22_media-release-half-year-report-to-31-december-2020_fce97590-3bb2-46d2-9ab5-4d44a2eb99ac.pdf	9244827f67d061834300a12c387c5243a717792c65d65446cce9bd5a938eb575	209052	ALI/2021-02-22_media-release-half-year-report-to-31-december-2020_fce97590-3bb2-46d2-9ab5-4d44a2eb99ac.pdf
ALI	2021-03-11_drp-price-for-interim-dividend_484ba50f-4624-4173-8687-4dc9542e09de.pdf	b30d67ac1519f643758e665d14cf303be01bf113fb61627040e5d8aa30a89634	173031	ALI/2021-03-11_drp-price-for-interim-dividend_484ba50f-4624-4173-8687-4dc9542e09de.pdf
ALI	2021-03-11_drp-price-for-interim-dividend_6428f7fa-3d61-4124-a2db-c875753c787e.pdf	b30d67ac1519f643758e665d14cf303be01bf113fb61627040e5d8aa30a89634	173031	ALI/2021-03-11_drp-price-for-interim-dividend_6428f7fa-3d61-4124-a2db-c875753c787e.pdf
ALL	2021-05-17_upgraded-half-year-earnings-performance_369fb4f2-8ce2-4999-85bc-c4c8a1c386dc.pdf	fdbff2166ff7b0bce37c4aa388f4b624b56c7236dcfaff2ef33ef2231beffd6b	109646	ALL/2021-05-17_upgraded-half-year-earnings-performance_369fb4f2-8ce2-4999-85bc-c4c8a1c386dc.pdf
ALL	2021-05-24_2021-half-year-media-release_89d669a3-ea0d-41fa-b0df-7d9dcf0996b0.pdf	daddcc7622b9b98c53ce02fcfd9a0f428042b2108136659fb1ecdfc5499f3731	274475	ALL/2021-05-24_2021-half-year-media-release_89d669a3-ea0d-41fa-b0df-7d9dcf0996b0.pdf
