entry_id,company_id,type,status,source,source_id,confidence,materiality,persistence,reinforcement_count,first_seen_at,last_seen_at,expiry_state,dry_run_active_score_statement_query,dry_run_promotion_threshold,dry_run_selectable_statement_query,statement_sha256_16
2408,IDCC,observed_fact,active,news:newspaper4k,news:art_ceee47cdb507f02aef39ca89,0.83,0.9,medium,0,2026-05-17T01:41:14+00:00,2026-05-17T01:41:14+00:00,fresh,0.957,0.56,True,e202511335b79aee
2409,IDCC,observed_fact,active,news:newspaper4k,news:art_ceee47cdb507f02aef39ca89,0.85,0.9,medium,0,2026-05-17T01:41:14+00:00,2026-05-17T01:41:14+00:00,fresh,0.974,0.56,True,c1043be2e07b820d
2410,IDCC,operating_context,active,news:newspaper4k,news:art_ceee47cdb507f02aef39ca89,0.82,0.94,short,0,2026-05-17T01:41:14+00:00,2026-05-17T01:41:14+00:00,fresh,0.886,0.56,True,b5d41b18a601f6a1
2411,IDCC,management_guidance,active,news:newspaper4k,news:art_ceee47cdb507f02aef39ca89,0.87,0.94,medium,0,2026-05-17T01:41:14+00:00,2026-05-17T01:41:14+00:00,fresh,1.045,0.56,True,227181fb5dd5fcb7
2412,IDCC,observed_fact,active,news:newspaper4k,news:art_ceee47cdb507f02aef39ca89,0.85,0.9,medium,0,2026-05-17T01:41:14+00:00,2026-05-17T01:41:14+00:00,fresh,0.974,0.56,True,a90a038d3bbbb3d2
2413,PTC,management_guidance,active,news:newspaper4k,news:art_0cda6f412ade966a34a844c5,0.83,0.81,medium,0,2026-05-17T01:41:23+00:00,2026-05-17T01:41:23+00:00,fresh,0.949,0.56,True,204cfccc6a2936a7
2414,PTC,observed_fact,active,news:newspaper4k,news:art_0cda6f412ade966a34a844c5,0.76,0.62,medium,0,2026-05-17T01:41:23+00:00,2026-05-17T01:41:23+00:00,fresh,0.814,0.62,True,030373fd3f8723f9
2415,PTC,risk,active,news:newspaper4k,news:art_0cda6f412ade966a34a844c5,0.82,0.86,medium,0,2026-05-17T01:41:23+00:00,2026-05-17T01:41:23+00:00,fresh,0.967,0.56,True,3191dc4fb663f8ce
2416,CHKP,management_guidance,active,news:newspaper4k,news:art_97ddbee4739792b18a80104d,0.87,0.81,medium,0,2026-05-17T01:41:35+00:00,2026-05-17T01:41:35+00:00,fresh,0.999,0.56,True,a6e8cbcef47262c0
2417,CHKP,operating_context,active,news:newspaper4k,news:art_97ddbee4739792b18a80104d,0.86,0.74,short,0,2026-05-17T01:41:35+00:00,2026-05-17T01:41:35+00:00,fresh,0.866,0.58,True,af819cec5f226789
2418,CHKP,observed_fact,active,news:newspaper4k,news:art_97ddbee4739792b18a80104d,0.85,0.7,medium,0,2026-05-17T01:41:35+00:00,2026-05-17T01:41:35+00:00,fresh,0.906,0.58,True,03611d751fc9712d
2419,CHKP,management_guidance,active,news:newspaper4k,news:art_97ddbee4739792b18a80104d,0.83,0.76,medium,0,2026-05-17T01:41:35+00:00,2026-05-17T01:41:35+00:00,fresh,0.952,0.58,True,d5a62cdff9d2e400
2420,CHKP,risk,active,news:newspaper4k,news:art_97ddbee4739792b18a80104d,0.82,0.86,medium,0,2026-05-17T01:41:35+00:00,2026-05-17T01:41:35+00:00,fresh,0.967,0.56,True,8a9e5c0a2bb1dcea
2421,DAVE,management_guidance,active,news:newspaper4k,news:art_4b3ea5e64d53da23ff183edd,0.83,0.95,medium,0,2026-05-17T01:41:49+00:00,2026-05-17T01:41:49+00:00,fresh,0.997,0.56,True,da079e9d6a32fedb
2422,DAVE,observed_fact,active,news:newspaper4k,news:art_4b3ea5e64d53da23ff183edd,0.76,0.82,medium,0,2026-05-17T01:41:49+00:00,2026-05-17T01:41:49+00:00,fresh,0.882,0.56,True,2625d4e7f7181cbf
2423,OLED,management_guidance,active,news:newspaper4k,news:art_79d9fdbb5dd93cad96f69a70,0.85,0.95,medium,0,2026-05-17T01:41:55+00:00,2026-05-17T01:41:55+00:00,fresh,1.013,0.56,True,f292f0355b2294d2
2424,CSL,observed_fact,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.83,0.9,medium,0,2026-05-17T01:42:32+00:00,2026-05-17T01:42:32+00:00,fresh,0.957,0.56,True,80f7e2531d1dd64b
2425,CSL,observed_fact,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.85,0.95,medium,0,2026-05-17T01:42:32+00:00,2026-05-17T01:42:32+00:00,fresh,0.987,0.56,True,561968ef65c98451
2426,CSL,operating_context,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.82,0.94,short,0,2026-05-17T01:42:32+00:00,2026-05-17T01:42:32+00:00,fresh,0.886,0.56,True,fa4bfc12e4982499
2427,CSL,observed_fact,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.85,0.95,medium,0,2026-05-17T01:42:33+00:00,2026-05-17T01:42:33+00:00,fresh,0.987,0.56,True,a7ab9f1a87f06f4d
2428,CSL,operating_context,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.8,0.94,short,0,2026-05-17T01:42:33+00:00,2026-05-17T01:42:33+00:00,fresh,0.87,0.56,True,37d8ecb896f0aac2
2429,CSL,risk,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.82,0.94,medium,0,2026-05-17T01:42:33+00:00,2026-05-17T01:42:33+00:00,fresh,0.994,0.56,True,68a758688b88751b
2430,CSL,risk,active,news:newspaper4k,news:art_ffe96e73baccb32f600ec187,0.8,0.9,medium,0,2026-05-17T01:42:34+00:00,2026-05-17T01:42:34+00:00,fresh,0.947,0.56,True,ac77538f95dfa170
2431,BHP,observed_fact,active,news:newspaper4k,news:art_70d140beceea2b73fdb16707,0.85,0.74,medium,0,2026-05-17T01:43:17+00:00,2026-05-17T01:43:17+00:00,fresh,0.916,0.58,True,bd55e39bc17adacd
2432,BHP,observed_fact,active,news:newspaper4k,news:art_70d140beceea2b73fdb16707,0.85,0.74,medium,0,2026-05-17T01:43:17+00:00,2026-05-17T01:43:17+00:00,fresh,0.916,0.58,True,432bc0126c876301
2433,NVU,observed_fact,active,news:newspaper4k,news:art_335f8c2bd8dc02987ff75050,0.83,0.7,medium,0,2026-05-17T01:43:41+00:00,2026-05-17T01:43:41+00:00,fresh,0.889,0.58,True,673a826b983fa5e8
2434,NVU,observed_fact,active,news:newspaper4k,news:art_335f8c2bd8dc02987ff75050,0.83,0.7,medium,0,2026-05-17T01:43:41+00:00,2026-05-17T01:43:41+00:00,fresh,0.889,0.58,True,56e303c984695774
2435,ANET,management_guidance,active,news:newspaper4k,news:art_65c7ad906e3522178107cafc,0.85,0.95,medium,0,2026-05-17T01:46:28+00:00,2026-05-17T01:46:28+00:00,fresh,1.013,0.56,True,d34c225c49711041
2436,ANET,operating_context,active,news:newspaper4k,news:art_65c7ad906e3522178107cafc,0.84,0.94,short,0,2026-05-17T01:46:28+00:00,2026-05-17T01:46:28+00:00,fresh,0.901,0.56,True,d6794adcff659916
2437,ANET,operating_context,active,news:newspaper4k,news:art_65c7ad906e3522178107cafc,0.82,0.94,short,0,2026-05-17T01:46:28+00:00,2026-05-17T01:46:28+00:00,fresh,0.886,0.56,True,b23bd2a7aa225dc2
2438,ANET,observed_fact,active,news:newspaper4k,news:art_65c7ad906e3522178107cafc,0.87,0.94,medium,0,2026-05-17T01:46:28+00:00,2026-05-17T01:46:28+00:00,fresh,1.02,0.56,True,9ebdb7d6dc5c675c
2439,ANET,observed_fact,active,news:newspaper4k,news:art_65c7ad906e3522178107cafc,0.88,0.9,medium,0,2026-05-17T01:46:30+00:00,2026-05-17T01:46:30+00:00,fresh,0.992,0.56,True,46647a4f77acf541
2440,CCO,observed_fact,active,news:newspaper4k,news:art_f5135abe40cce3b7b8564340,0.87,0.74,medium,0,2026-05-17T01:46:36+00:00,2026-05-17T01:46:36+00:00,fresh,0.932,0.58,True,53221efdffe1a555
